1	0	0.5
0.994984	-0.100033	0.5
0.979987	-0.199062	0.5
0.955159	-0.296094	0.5
0.920749	-0.390156	0.5
0.877102	-0.480304	0.5
0.824656	-0.565634	0.5
0.763938	-0.645289	0.5
0.695556	-0.718472	0.5
0.620197	-0.784446	0.5
0.538616	-0.842552	0.5
0.451631	-0.892205	0.5
0.360116	-0.932907	0.5
0.264989	-0.964251	0.5
0.167203	-0.985922	0.5
0.0677397	-0.997703	0.5
-0.0324031	-0.999475	0.5
-0.132221	-0.99122	0.5
-0.230712	-0.973022	0.5
-0.326889	-0.945063	0.5
-0.419786	-0.907623	0.5
-0.508473	-0.861078	0.5
-0.592058	-0.805895	0.5
-0.669705	-0.742627	0.5
-0.740632	-0.67191	0.5
-0.804131	-0.594452	0.5
-0.859562	-0.511031	0.5
-0.90637	-0.422484	0.5
-0.944086	-0.329698	0.5
-0.972331	-0.233605	0.5
-0.990822	-0.135168	0.5
-0.999374	-0.0353754	0.5
-0.9979	0.0647721	0.5
-0.986415	0.16427	0.5
-0.965035	0.26212	0.5
-0.933974	0.35734	0.5
-0.893544	0.448976	0.5
-0.84415	0.536107	0.5
-0.786287	0.617861	0.5
-0.720537	0.693416	0.5
-0.647559	0.762015	0.5
-0.568084	0.82297	0.5
-0.482911	0.875669	0.5
-0.392893	0.919584	0.5
-0.298934	0.954274	0.5
-0.201976	0.97939	0.5
-0.102991	0.994682	0.5
-0.00297408	0.999995	0.5
0.0970731	0.995277	0.5
0.196146	0.980574	0.5
0.293252	0.956035	0.5
0.387416	0.921905	0.5
0.477693	0.878526	0.5
0.563179	0.826335	0.5
0.643014	0.765854	0.5
0.7164	0.69769	0.5
0.782598	0.622527	0.5
0.840946	0.541119	0.5
0.890857	0.454283	0.5
0.931832	0.362889	0.5
0.963459	0.267855	0.5
0.98542	0.170134	0.5
0.997497	0.0707066	0.5
0.999566	-0.0294304	0.5
0.991609	-0.129272	0.5
0.973703	-0.227817	0.5
0.94603	-0.324077	0.5
0.908867	-0.417085	0.5
