1	0	0.5	0
0.994984	-0.100033	0.5	0
0.979987	-0.199062	0.5	0.1002
0.955159	-0.296094	0.5	0.200401
0.920749	-0.390156	0.5	0.300601
0.877102	-0.480304	0.5	0.400802
0.824656	-0.565634	0.5	0.501002
0.763938	-0.645289	0.5	0.601202
0.695556	-0.718472	0.5	0.701403
0.620197	-0.784446	0.5	0.801603
0.538616	-0.842552	0.5	0.901804
0.451631	-0.892205	0.5	1.002
0.360116	-0.932907	0.5	1.1022
0.264989	-0.964251	0.5	1.2024
0.167203	-0.985922	0.5	1.30261
0.0677397	-0.997703	0.5	1.40281
-0.0324031	-0.999475	0.5	1.50301
-0.132221	-0.99122	0.5	1.60321
-0.230712	-0.973022	0.5	1.70341
-0.326889	-0.945063	0.5	1.80361
-0.419786	-0.907623	0.5	1.90381
-0.508473	-0.861078	0.5	2.00401
-0.592058	-0.805895	0.5	2.10421
-0.669705	-0.742627	0.5	2.20441
-0.740632	-0.67191	0.5	2.30461
-0.804131	-0.594452	0.5	2.40481
-0.859562	-0.511031	0.5	2.50501
-0.90637	-0.422484	0.5	2.60521
-0.944086	-0.329698	0.5	2.70541
-0.972331	-0.233605	0.5	2.80561
-0.990822	-0.135168	0.5	2.90581
-0.999374	-0.0353754	0.5	3.00601
-0.9979	0.0647721	0.5	3.10621
-0.986415	0.16427	0.5	3.20641
-0.965035	0.26212	0.5	3.30661
-0.933974	0.35734	0.5	3.40681
-0.893544	0.448976	0.5	3.50701
-0.84415	0.536107	0.5	3.60721
-0.786287	0.617861	0.5	3.70741
-0.720537	0.693416	0.5	3.80762
-0.647559	0.762015	0.5	3.90782
-0.568084	0.82297	0.5	4.00802
-0.482911	0.875669	0.5	4.10822
-0.392893	0.919584	0.5	4.20842
-0.298934	0.954274	0.5	4.30862
-0.201976	0.97939	0.5	4.40882
-0.102991	0.994682	0.5	4.50902
-0.00297408	0.999995	0.5	4.60922
0.0970731	0.995277	0.5	4.70942
0.196146	0.980574	0.5	4.80962
0.293252	0.956035	0.5	4.90982
0.387416	0.921905	0.5	5.01002
0.477693	0.878526	0.5	5.11022
0.563179	0.826335	0.5	5.21042
0.643014	0.765854	0.5	5.31062
0.7164	0.69769	0.5	5.41082
0.782598	0.622527	0.5	5.51102
0.840946	0.541119	0.5	5.61122
0.890857	0.454283	0.5	5.71142
0.931832	0.362889	0.5	5.81162
0.963459	0.267855	0.5	5.91182
0.98542	0.170134	0.5	6.01202
0.997497	0.0707066	0.5	6.11222
0.999566	-0.0294304	0.5	6.21242
0.991609	-0.129272	0.5	6.31263
0.973703	-0.227817	0.5	6.41283
0.94603	-0.324077	0.5	6.51303
0.908867	-0.417085	0.5	6.61323
0.862586	-0.505909	0.5	6.71343
0.807652	-0.589659	0.5	6.81363
0.744616	-0.667493	0.5	6.91383
0.67411	-0.738631	0.5	7.01403
0.596841	-0.802359	0.499999	7.11423
0.513585	-0.858038	0.499999	7.21443
0.425177	-0.905109	0.499999	7.31463
0.332504	-0.943101	0.499999	7.41483
0.236495	-0.971632	0.499999	7.51503
0.138114	-0.990416	0.499999	7.61523
0.0383475	-0.999264	0.499999	7.71543
-0.061804	-0.998088	0.499999	7.81563
-0.161335	-0.986899	0.499999	7.91583
-0.259248	-0.96581	0.499999	8.01603
-0.354561	-0.935032	0.499999	8.11623
-0.446316	-0.894875	0.499999	8.21643
-0.533594	-0.84574	0.499999	8.31663
-0.615519	-0.788121	0.499999	8.41683
-0.69127	-0.722596	0.499999	8.51703
-0.760086	-0.649822	0.499999	8.61723
-0.821277	-0.570529	0.499999	8.71743
-0.874229	-0.485513	0.499999	8.81764
-0.918411	-0.395626	0.499999	8.91784
-0.95338	-0.30177	0.499999	9.01804
-0.978785	-0.204887	0.499999	9.11824
-0.994371	-0.105949	0.499999	9.21844
-0.999982	-0.00594813	0.499999	9.31864
-0.995561	0.0941126	0.499999	9.41884
-0.981153	0.193229	0.499999	9.51904
-0.956902	0.290407	0.499999	9.61924
-0.923052	0.384672	0.499999	9.71944
-0.879943	0.475078	0.499999	9.81964
-0.828006	0.560718	0.499999	9.91984
-0.767762	0.640734	0.499999	10.02
-0.699817	0.714321	0.499999	10.1202
-0.624851	0.780743	0.499999	10.2204
-0.543617	0.839332	0.499999	10.3206
-0.45693	0.889502	0.499999	10.4208
-0.365659	0.930748	0.499999	10.521
-0.270719	0.962658	0.499999	10.6212
-0.173064	0.98491	0.499999	10.7214
-0.0736729	0.997282	0.499999	10.8216
0.0264575	0.999649	0.499999	10.9218
0.126322	0.991988	0.499999	11.022
0.22492	0.974376	0.499999	11.1222
0.321261	0.94699	0.499999	11.2224
0.41438	0.910103	0.499999	11.3226
0.503342	0.864087	0.499999	11.4228
0.587254	0.809402	0.499999	11.523
0.665275	0.746597	0.499999	11.6232
0.736622	0.676303	0.499999	11.7234
0.80058	0.599225	0.499999	11.8236
0.856506	0.516135	0.499999	11.9238
0.903841	0.427867	0.499999	12.024
0.942108	0.335308	0.499999	12.1242
0.970924	0.239384	0.499999	12.2244
0.99	0.141059	0.499999	12.3246
0.999145	0.0413192	0.499999	12.4248
0.998267	-0.0588353	0.499999	12.5251
0.987374	-0.1584	0.499999	12.6253
0.966577	-0.256375	0.499999	12.7255
0.936082	-0.351778	0.499999	12.8257
0.896198	-0.443653	0.499999	12.9259
0.847323	-0.531076	0.499999	13.0261
0.789948	-0.613173	0.499999	13.1263
0.724648	-0.689118	0.499999	13.2265
0.652079	-0.75815	0.499999	13.3267
0.572969	-0.819576	0.499999	13.4269
0.48811	-0.872781	0.499999	13.5271
0.398355	-0.91723	0.499999	13.6273
0.304604	-0.952478	0.499999	13.7275
0.207797	-0.978171	0.499999	13.8277
0.108906	-0.994051	0.499999	13.9279
0.00892213	-0.999959	0.499999	14.0281
-0.0911513	-0.995836	0.499999	14.1283
-0.19031	-0.981723	0.499999	14.2285
-0.28756	-0.957762	0.499999	14.3287
-0.381925	-0.924192	0.499999	14.4289
-0.472459	-0.881351	0.499999	14.5291
-0.558253	-0.829669	0.499999	14.6293
-0.638447	-0.769664	0.499999	14.7295
-0.712236	-0.701938	0.499999	14.8297
-0.778881	-0.62717	0.499999	14.9299
-0.837712	-0.546111	0.499999	15.0301
-0.888139	-0.459573	0.499999	15.1303
-0.929656	-0.368425	0.499999	15.2305
-0.961848	-0.273581	0.499999	15.3307
-0.98439	-0.175993	0.499999	15.4309
-0.997058	-0.0766385	0.499999	15.5311
-0.999723	0.0234843	0.499999	15.6313
-0.992359	0.123372	0.499999	15.7315
-0.975041	0.222021	0.499999	15.8317
-0.947941	0.318444	0.499999	15.9319
-0.911331	0.411671	0.499999	16.0321
-0.865579	0.500769	0.499999	16.1323
-0.811144	0.584844	0.499999	16.2325
-0.748572	0.663051	0.499999	16.3327
-0.678491	0.734607	0.499999	16.4329
-0.601603	0.798794	0.499999	16.5331
-0.51868	0.854967	0.499999	16.6333
-0.430553	0.902564	0.499999	16.7335
-0.338108	0.941106	0.499999	16.8337
-0.242271	0.970208	0.499999	16.9339
-0.144003	0.989576	0.499999	17.0341
-0.0442905	0.999017	0.499999	17.1343
0.0558661	0.998437	0.499999	17.2345
0.155462	0.987841	0.499999	17.3347
0.253499	0.967334	0.499999	17.4349
0.348992	0.937124	0.499999	17.5351
0.440985	0.897513	0.499999	17.6353
0.528554	0.848898	0.499999	17.7355
0.61082	0.791768	0.499999	17.8357
0.686959	0.726694	0.499999	17.9359
0.756207	0.654331	0.499999	18.0361
0.817868	0.575403	0.499999	18.1363
0.871325	0.490704	0.499999	18.2365
0.916041	0.401081	0.499999	18.3367
0.951568	0.307436	0.499999	18.4369
0.977548	0.210706	0.499999	18.5371
0.993722	0.111862	0.499999	18.6373
